,player,team,club,age_years,age_float,age,minutes_90s,tackles,tackles_won,succesful_tackles_pct,tackles_def_3rd,tackles_mid_3rd,dribble_tackles,dribbled_past,dribbles_vs,dribble_tackles_pct,blocks,blocked_shots,blocked_passes,interceptions,tackles_interceptions,clearances,errors,touches,touches_def_pen_area,touches_def_pen_area_pct,touches_def_3rd,touches_mid_3rd,miscontrols,dispossessed,passes_received,passes_completed,passes,passes_pct,passes_progressive_distance,assisted_shots,passes_into_final_third,progressive_passes,passes_dead,through_balls,passes_switches,passes_blocked,cards_yellow,cards_red,fouls,fouled,pens_conceded,own_goals,ball_recoveries,aerials_won,aerials_lost,aerials_won_pct,sca_fouled,sca_defense,gca_fouled,gca_defense
125,Kyle Walker,England,Manchester City,32,32.5589,32-204,2.6,3.0,1,0.3333,2.0,1.0,3.0,2.0,5.0,60.0,2.0,0.0,2.0,3,6.0,3.0,0.0,198.0,3.0,0.0152,54.0,120.0,1.0,0.0,129.0,162.0,181.0,89.5,837.0,0.0,11.0,12.0,27.0,0.0,4.0,0.0,0,0,3,3,0.0,0,10.0,4.0,2.0,66.7,0.0,0.0,0.0,0.0
126,Leander Dendoncker,Belgium,Aston Villa,27,27.6767,27-247,1.8,6.0,3,0.5,4.0,2.0,4.0,0.0,4.0,100.0,4.0,3.0,1.0,0,6.0,5.0,0.0,142.0,17.0,0.1197,69.0,66.0,1.0,1.0,111.0,119.0,122.0,97.5,533.0,1.0,6.0,10.0,3.0,0.0,0.0,0.0,1,0,3,0,0.0,0,6.0,2.0,1.0,66.7,0.0,0.0,0.0,0.0
127,Liam Millar,Canada,Basel,23,23.2247,23-082,0.1,0.0,0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,3.0,0.0,0.0,5.0,4.0,9.0,44.4,23.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0,0,1,0,0.0,0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0
128,Lisandro Martínez,Argentina,Manchester Utd,24,24.9151,24-334,3.4,6.0,2,0.3333,4.0,2.0,2.0,0.0,2.0,100.0,3.0,1.0,2.0,3,9.0,14.0,0.0,188.0,17.0,0.0904,83.0,94.0,1.0,0.0,123.0,133.0,156.0,85.3,821.0,1.0,11.0,6.0,9.0,0.0,1.0,0.0,1,0,2,3,0.0,0,6.0,3.0,3.0,50.0,0.0,1.0,0.0,0.0
129,Lucas Hernández,France,Bayern Munich,26,26.8411,26-307,0.1,1.0,1,1.0,0.0,1.0,1.0,1.0,2.0,50.0,0.0,0.0,0.0,0,1.0,0.0,0.0,10.0,0.0,0.0,1.0,8.0,0.0,0.0,6.0,5.0,10.0,50.0,16.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0,1.0,0.0,0.0,,0.0,0.0,0.0,0.0
130,Lukas Klostermann,Germany,RB Leipzig,26,26.5425,26-198,0.7,3.0,1,0.3333,0.0,3.0,2.0,1.0,3.0,66.7,0.0,0.0,0.0,0,3.0,1.0,0.0,56.0,1.0,0.0179,17.0,28.0,0.0,0.0,35.0,51.0,52.0,98.1,274.0,0.0,2.0,4.0,10.0,0.0,1.0,0.0,0,0,1,0,0.0,0,6.0,0.0,0.0,,0.0,0.0,0.0,0.0
131,Luke Shaw,England,Manchester Utd,27,27.4356,27-159,4.7,3.0,1,0.3333,1.0,0.0,1.0,1.0,2.0,50.0,2.0,0.0,2.0,4,7.0,5.0,0.0,419.0,6.0,0.0143,67.0,248.0,5.0,2.0,306.0,335.0,400.0,83.8,1662.0,8.0,23.0,31.0,52.0,0.0,1.0,8.0,0,0,5,4,0.0,0,21.0,3.0,9.0,25.0,0.0,0.0,0.0,0.0
132,Majid Hosseini,IR Iran,Kayserispor,26,26.4959,26-181,3.0,7.0,4,0.5714,6.0,1.0,6.0,3.0,9.0,66.7,3.0,2.0,1.0,6,13.0,11.0,0.0,137.0,25.0,0.1825,91.0,47.0,1.0,1.0,61.0,86.0,106.0,81.1,524.0,0.0,3.0,3.0,6.0,0.0,2.0,1.0,1,0,4,1,0.0,0,22.0,6.0,4.0,60.0,0.0,0.0,0.0,0.0
133,Manuel Akanji,Switzerland,Manchester City,27,27.4164,27-152,4.0,4.0,2,0.5,2.0,0.0,3.0,1.0,4.0,75.0,4.0,3.0,1.0,3,7.0,12.0,0.0,287.0,41.0,0.1429,143.0,135.0,0.0,1.0,214.0,229.0,259.0,88.4,1829.0,1.0,15.0,14.0,12.0,0.0,6.0,1.0,1,0,4,1,0.0,0,18.0,9.0,2.0,81.8,0.0,0.0,0.0,0.0
134,Marcos Acuña,Argentina,Sevilla,31,31.1397,31-051,4.1,12.0,8,0.6667,9.0,2.0,6.0,1.0,7.0,85.7,8.0,1.0,7.0,2,14.0,9.0,0.0,269.0,5.0,0.0186,70.0,102.0,7.0,4.0,164.0,167.0,217.0,77.0,685.0,5.0,9.0,9.0,34.0,1.0,2.0,6.0,3,0,9,9,0.0,0,16.0,5.0,7.0,41.7,1.0,0.0,1.0,0.0
135,Marcos Llorente,Spain,Atlético Madrid,27,27.8822,27-322,1.3,0.0,0,,0.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,107.0,0.0,0.0,11.0,70.0,1.0,0.0,76.0,95.0,106.0,89.6,271.0,0.0,9.0,6.0,16.0,0.0,0.0,2.0,0,0,0,0,0.0,0,9.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
136,Marquinhos,Brazil,Paris S-G,28,28.5973,28-218,4.7,5.0,4,0.8,3.0,2.0,4.0,1.0,5.0,80.0,6.0,1.0,5.0,2,7.0,6.0,0.0,392.0,30.0,0.0765,137.0,238.0,2.0,0.0,310.0,352.0,368.0,95.7,1913.0,4.0,36.0,18.0,12.0,0.0,3.0,1.0,1,0,1,2,0.0,0,28.0,4.0,4.0,50.0,0.0,0.0,0.0,0.0
137,Martín Cáceres,Uruguay,LA Galaxy,35,35.6986,35-255,1.0,0.0,0,,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0,0.0,2.0,0.0,83.0,3.0,0.0361,21.0,49.0,1.0,0.0,60.0,68.0,79.0,86.1,320.0,0.0,5.0,2.0,13.0,0.0,0.0,0.0,1,0,1,0,0.0,0,3.0,1.0,0.0,100.0,0.0,0.0,0.0,0.0
138,Mathías Olivera,Uruguay,Napoli,25,25.1315,25-048,2.8,9.0,5,0.5556,7.0,2.0,4.0,3.0,7.0,57.1,9.0,0.0,9.0,2,11.0,10.0,0.0,178.0,12.0,0.0674,64.0,62.0,7.0,2.0,74.0,104.0,133.0,78.2,574.0,5.0,7.0,7.0,26.0,0.0,0.0,5.0,1,0,2,3,0.0,0,15.0,6.0,4.0,60.0,0.0,0.0,0.0,0.0
139,Matthias Ginter,Germany,Freiburg,28,28.9123,28-333,0.0,0.0,0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0,0.0,0.0,0.0,3.0,0.0,0.0,2.0,1.0,0.0,0.0,3.0,3.0,3.0,100.0,42.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0.0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
140,Matthijs de Ligt,Netherlands,Bayern Munich,23,23.3507,23-128,1.0,0.0,0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0,0.0,4.0,0.0,49.0,2.0,0.0408,20.0,27.0,0.0,1.0,35.0,41.0,45.0,91.1,264.0,0.0,4.0,2.0,2.0,0.0,1.0,0.0,1,0,4,1,0.0,0,3.0,5.0,2.0,71.4,0.0,0.0,0.0,0.0
141,Matty Cash,Poland,Aston Villa,25,25.3644,25-133,4.0,4.0,3,0.75,3.0,1.0,3.0,3.0,6.0,50.0,7.0,2.0,5.0,0,4.0,17.0,0.0,197.0,20.0,0.1015,58.0,95.0,3.0,2.0,111.0,123.0,160.0,76.9,696.0,2.0,12.0,8.0,33.0,0.0,2.0,6.0,2,0,7,3,0.0,0,10.0,2.0,1.0,66.7,0.0,0.0,0.0,0.0
142,Matías Viña,Uruguay,Roma,25,25.1068,25-039,0.2,4.0,3,0.75,4.0,0.0,2.0,0.0,2.0,100.0,0.0,0.0,0.0,0,4.0,0.0,0.0,26.0,0.0,0.0,8.0,12.0,0.0,1.0,13.0,11.0,21.0,52.4,44.0,0.0,0.0,1.0,4.0,0.0,1.0,2.0,0,0,1,0,0.0,0,1.0,0.0,0.0,,0.0,0.0,0.0,0.0
143,Maya Yoshida,Japan,Schalke 04,34,34.3178,34-116,4.3,4.0,4,1.0,0.0,4.0,1.0,0.0,1.0,100.0,6.0,3.0,3.0,3,7.0,24.0,0.0,277.0,46.0,0.1661,129.0,147.0,1.0,1.0,184.0,198.0,232.0,85.3,1370.0,1.0,3.0,6.0,5.0,0.0,1.0,0.0,1,0,3,4,0.0,0,30.0,10.0,7.0,58.8,0.0,0.0,0.0,0.0
144,Miki Yamane,Japan,Kawa Frontale,28,28.989,28-361,0.7,1.0,0,0.0,0.0,1.0,0.0,0.0,0.0,,2.0,0.0,2.0,2,3.0,0.0,0.0,36.0,0.0,0.0,3.0,21.0,0.0,0.0,13.0,24.0,33.0,72.7,164.0,1.0,4.0,5.0,5.0,0.0,0.0,2.0,1,0,2,1,0.0,0,5.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
145,Milad Mohammadi,IR Iran,AEK Athens,29,29.2192,29-080,2.2,10.0,3,0.3,7.0,3.0,3.0,1.0,4.0,75.0,2.0,0.0,2.0,1,11.0,6.0,0.0,90.0,8.0,0.0889,41.0,36.0,1.0,2.0,33.0,44.0,68.0,64.7,283.0,0.0,1.0,2.0,12.0,0.0,1.0,4.0,0,0,2,1,0.0,0,11.0,3.0,3.0,50.0,0.0,0.0,0.0,0.0
146,Miloš Degenek,Australia,Columbus Crew,28,28.6411,28-234,2.0,6.0,4,0.6667,6.0,0.0,5.0,1.0,6.0,83.3,2.0,1.0,1.0,1,7.0,9.0,0.0,123.0,15.0,0.122,67.0,44.0,1.0,1.0,57.0,67.0,101.0,66.3,532.0,0.0,3.0,2.0,30.0,0.0,0.0,5.0,2,0,2,8,0.0,0,15.0,6.0,1.0,85.7,0.0,0.0,0.0,0.0
147,Miloš Veljković,Serbia,Werder Bremen,27,27.2274,27-083,2.5,4.0,1,0.25,4.0,0.0,2.0,0.0,2.0,100.0,2.0,2.0,0.0,0,4.0,7.0,0.0,127.0,22.0,0.1732,78.0,50.0,0.0,0.0,91.0,98.0,112.0,87.5,647.0,0.0,1.0,3.0,1.0,0.0,5.0,3.0,0,0,1,0,0.0,0,12.0,2.0,1.0,66.7,0.0,0.0,0.0,0.0
148,Mohamed Dräger,Tunisia,Luzern,26,26.4822,26-176,1.5,5.0,3,0.6,3.0,2.0,4.0,0.0,4.0,100.0,0.0,0.0,0.0,1,6.0,4.0,0.0,70.0,4.0,0.0571,25.0,27.0,5.0,0.0,33.0,36.0,50.0,72.0,265.0,1.0,1.0,4.0,17.0,0.0,0.0,4.0,0,0,2,1,0.0,0,2.0,1.0,1.0,50.0,0.0,0.0,0.0,0.0
149,Mohammed Al-Breik,Saudi Arabia,Al-Hilal,30,30.2575,30-094,0.7,1.0,0,0.0,1.0,0.0,0.0,0.0,0.0,,2.0,0.0,2.0,1,2.0,4.0,0.0,57.0,3.0,0.0526,15.0,22.0,1.0,0.0,38.0,39.0,48.0,81.3,254.0,1.0,5.0,6.0,6.0,0.0,0.0,0.0,0,0,0,1,0.0,0,3.0,1.0,4.0,20.0,0.0,0.0,0.0,0.0
150,Mohammed Salisu,Ghana,Southampton,23,23.6712,23-245,3.0,2.0,1,0.5,2.0,0.0,1.0,0.0,1.0,100.0,5.0,4.0,1.0,3,5.0,17.0,0.0,184.0,27.0,0.1467,102.0,72.0,1.0,1.0,114.0,109.0,151.0,72.2,846.0,2.0,8.0,8.0,7.0,0.0,0.0,2.0,0,0,6,1,1.0,0,15.0,8.0,8.0,50.0,0.0,0.0,0.0,0.0
151,Montassar Talbi,Tunisia,Lorient,24,24.5644,24-206,3.0,2.0,2,1.0,1.0,1.0,0.0,0.0,0.0,,7.0,1.0,6.0,2,4.0,18.0,0.0,177.0,24.0,0.1356,97.0,77.0,1.0,1.0,96.0,118.0,137.0,86.1,843.0,0.0,11.0,11.0,4.0,0.0,2.0,3.0,0,0,4,2,0.0,0,16.0,8.0,9.0,47.1,0.0,0.0,0.0,0.0
152,Morteza Pouraliganji,IR Iran,Persepolis,30,30.6658,30-243,3.0,2.0,2,1.0,0.0,1.0,1.0,1.0,2.0,50.0,5.0,3.0,2.0,6,8.0,10.0,0.0,156.0,19.0,0.1218,86.0,60.0,1.0,0.0,84.0,92.0,128.0,71.9,685.0,2.0,6.0,7.0,6.0,0.0,3.0,3.0,1,0,5,1,0.0,0,16.0,9.0,6.0,60.0,1.0,0.0,1.0,0.0
153,Musab Kheder,Qatar,Al Sadd SC,29,29.2274,29-083,0.1,1.0,1,1.0,1.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0,1.0,0.0,0.0,5.0,0.0,0.0,2.0,2.0,1.0,0.0,3.0,3.0,3.0,100.0,30.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0,0,0,1,0.0,0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0
154,Nader Ghandri,Tunisia,Club Africain,27,27.8301,27-303,1.0,2.0,2,1.0,2.0,0.0,1.0,0.0,1.0,100.0,4.0,4.0,0.0,1,3.0,4.0,0.0,45.0,10.0,0.2222,33.0,12.0,0.0,0.0,22.0,27.0,33.0,81.8,204.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0,0,0,1,0.0,0,2.0,2.0,1.0,66.7,0.0,0.0,0.0,0.0
155,Nahuel Molina,Argentina,Atlético Madrid,24,24.7014,24-256,6.3,8.0,4,0.5,6.0,2.0,4.0,4.0,8.0,50.0,7.0,1.0,6.0,3,11.0,11.0,0.0,398.0,13.0,0.0327,116.0,192.0,6.0,3.0,251.0,291.0,358.0,81.3,1347.0,3.0,17.0,11.0,62.0,0.0,1.0,4.0,0,0,3,0,0.0,0,23.0,0.0,6.0,0.0,0.0,1.0,0.0,0.0
156,Nathan Aké,Netherlands,Manchester City,27,27.8301,27-303,5.3,6.0,3,0.5,4.0,2.0,3.0,0.0,3.0,100.0,3.0,2.0,1.0,8,14.0,20.0,0.0,393.0,29.0,0.0738,166.0,211.0,1.0,0.0,289.0,315.0,349.0,90.3,1703.0,0.0,29.0,19.0,15.0,0.0,2.0,1.0,1,0,4,6,0.0,0,21.0,10.0,12.0,45.5,0.0,0.0,0.0,0.0
157,Nathaniel Atkinson,Australia,Hearts,23,23.5151,23-188,0.9,4.0,3,0.75,3.0,1.0,4.0,2.0,6.0,66.7,1.0,1.0,0.0,1,5.0,2.0,1.0,43.0,4.0,0.093,15.0,21.0,0.0,3.0,18.0,27.0,34.0,79.4,108.0,0.0,1.0,3.0,10.0,0.0,1.0,0.0,0,0,0,0,0.0,0,6.0,0.0,0.0,,0.0,0.0,0.0,0.0
158,Nayef Aguerd,Morocco,West Ham,26,26.7205,26-263,3.9,4.0,2,0.5,4.0,0.0,2.0,0.0,2.0,100.0,3.0,2.0,1.0,4,8.0,12.0,0.0,185.0,41.0,0.2216,132.0,53.0,1.0,0.0,118.0,137.0,158.0,86.7,996.0,1.0,3.0,3.0,10.0,0.0,2.0,1.0,0,0,2,0,0.0,1,18.0,5.0,2.0,71.4,0.0,0.0,0.0,0.0
159,Neco Williams,Wales,Nott'ham Forest,21,21.6822,21-249,2.3,5.0,3,0.6,3.0,0.0,3.0,1.0,4.0,75.0,5.0,1.0,4.0,4,9.0,5.0,0.0,138.0,4.0,0.029,35.0,66.0,6.0,2.0,60.0,69.0,101.0,68.3,388.0,1.0,5.0,4.0,26.0,0.0,2.0,5.0,0,0,3,5,0.0,0,16.0,2.0,1.0,66.7,1.0,0.0,0.0,0.0
160,Nemanja Radonjić,Serbia,Torino,26,26.8384,26-306,0.7,0.0,0,,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0,36.0,1.0,0.0278,9.0,8.0,2.0,1.0,21.0,15.0,24.0,62.5,74.0,1.0,0.0,1.0,4.0,0.0,0.0,1.0,0,0,0,2,0.0,0,6.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
161,Nico Elvedi,Switzerland,M'Gladbach,26,26.2164,26-079,2.0,2.0,0,0.0,1.0,0.0,1.0,2.0,3.0,33.3,5.0,3.0,2.0,1,3.0,13.0,0.0,165.0,26.0,0.1576,93.0,69.0,1.0,0.0,114.0,131.0,142.0,92.3,673.0,0.0,2.0,6.0,3.0,0.0,0.0,3.0,1,0,3,1,0.0,0,15.0,2.0,3.0,40.0,0.0,0.0,0.0,0.0
162,Nico Schlotterbeck,Germany,Dortmund,23,23.0466,23-017,1.0,4.0,3,0.75,2.0,2.0,3.0,0.0,3.0,100.0,2.0,1.0,1.0,1,5.0,1.0,0.0,135.0,8.0,0.0593,46.0,80.0,1.0,1.0,101.0,110.0,123.0,89.4,548.0,2.0,10.0,7.0,6.0,0.0,2.0,1.0,0,0,1,1,0.0,0,10.0,2.0,0.0,100.0,0.0,0.0,0.0,0.0
163,Nicolas Nkoulou,Cameroon,Aris,32,32.7288,32-266,2.0,2.0,0,0.0,2.0,0.0,0.0,2.0,2.0,0.0,2.0,0.0,2.0,5,7.0,8.0,1.0,115.0,19.0,0.1652,79.0,33.0,1.0,0.0,79.0,79.0,91.0,86.8,572.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1,0,2,2,0.0,0,11.0,2.0,4.0,33.3,0.0,0.0,0.0,0.0
164,Nicolás Otamendi,Argentina,Benfica,34,34.8466,34-309,7.7,10.0,6,0.6,7.0,3.0,5.0,2.0,7.0,71.4,6.0,2.0,4.0,9,19.0,24.0,0.0,639.0,52.0,0.0814,297.0,334.0,2.0,1.0,474.0,532.0,577.0,92.2,2912.0,2.0,20.0,22.0,12.0,0.0,1.0,1.0,2,0,13,5,1.0,0,39.0,21.0,13.0,61.8,0.0,1.0,0.0,0.0
165,Nicolás Tagliafico,Argentina,Lyon,30,30.2986,30-109,4.1,7.0,7,1.0,2.0,3.0,4.0,0.0,4.0,100.0,9.0,1.0,8.0,9,16.0,9.0,0.0,220.0,12.0,0.0545,53.0,109.0,1.0,1.0,124.0,145.0,178.0,81.5,509.0,2.0,7.0,5.0,37.0,0.0,0.0,2.0,0,0,6,6,0.0,0,12.0,4.0,1.0,80.0,0.0,1.0,0.0,0.0
166,Niklas Süle,Germany,Dortmund,27,27.2904,27-106,3.0,5.0,4,0.8,4.0,1.0,3.0,0.0,3.0,100.0,1.0,1.0,0.0,0,5.0,7.0,0.0,268.0,15.0,0.056,89.0,157.0,0.0,1.0,204.0,231.0,255.0,90.6,1348.0,0.0,26.0,18.0,16.0,0.0,3.0,1.0,0,0,0,2,0.0,0,17.0,6.0,3.0,66.7,0.0,0.0,0.0,0.0
167,Nikola Milenković,Serbia,Fiorentina,25,25.1836,25-067,3.0,10.0,5,0.5,4.0,5.0,5.0,1.0,6.0,83.3,6.0,4.0,2.0,6,16.0,10.0,1.0,198.0,22.0,0.1111,85.0,104.0,2.0,0.0,118.0,141.0,163.0,86.5,823.0,0.0,10.0,6.0,3.0,0.0,1.0,3.0,2,0,8,2,0.0,0,18.0,6.0,2.0,75.0,0.0,2.0,0.0,0.0
168,Nouhou Tolo,Cameroon,Seattle,25,25.4877,25-178,3.0,8.0,5,0.625,8.0,0.0,3.0,2.0,5.0,60.0,5.0,2.0,3.0,6,14.0,10.0,0.0,145.0,17.0,0.1172,58.0,58.0,4.0,0.0,66.0,83.0,109.0,76.1,510.0,0.0,5.0,6.0,19.0,0.0,2.0,2.0,1,0,3,1,0.0,0,17.0,4.0,3.0,57.1,0.0,0.0,0.0,0.0
169,Noussair Mazraoui,Morocco,Bayern Munich,25,25.0932,25-034,4.1,14.0,9,0.6429,8.0,4.0,8.0,3.0,11.0,72.7,6.0,1.0,5.0,1,15.0,16.0,0.0,175.0,15.0,0.0857,79.0,69.0,6.0,1.0,79.0,98.0,121.0,81.0,571.0,1.0,2.0,3.0,25.0,0.0,2.0,2.0,0,0,3,1,0.0,0,21.0,1.0,3.0,25.0,0.0,0.0,0.0,0.0
170,Nuno Mendes,Portugal,Paris S-G,20,20.4986,20-182,0.5,0.0,0,,0.0,0.0,0.0,0.0,0.0,,1.0,0.0,1.0,2,2.0,0.0,0.0,36.0,0.0,0.0,6.0,18.0,1.0,0.0,27.0,29.0,32.0,90.6,197.0,1.0,2.0,2.0,5.0,0.0,1.0,0.0,0,0,0,2,0.0,0,2.0,1.0,0.0,100.0,1.0,0.0,0.0,0.0
171,Néstor Araujo,Mexico,América,31,31.3041,31-111,1.0,1.0,1,1.0,1.0,0.0,1.0,0.0,1.0,100.0,0.0,0.0,0.0,3,4.0,1.0,0.0,62.0,1.0,0.0161,16.0,40.0,0.0,1.0,37.0,44.0,53.0,83.0,210.0,0.0,5.0,3.0,5.0,0.0,0.0,1.0,1,0,2,0,0.0,0,6.0,0.0,0.0,,0.0,0.0,0.0,0.0
172,Pape Abou Cissé,Senegal,Olympiacos,27,27.2603,27-095,1.2,0.0,0,,0.0,0.0,0.0,0.0,0.0,,2.0,2.0,0.0,2,2.0,6.0,0.0,49.0,10.0,0.2041,35.0,12.0,0.0,0.0,32.0,28.0,37.0,75.7,282.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0,0,0,1,0,0.0,0,2.0,2.0,3.0,40.0,0.0,0.0,0.0,0.0
173,Pau Torres,Spain,Villarreal,25,25.9205,25-336,1.0,0.0,0,,0.0,0.0,0.0,0.0,0.0,,1.0,1.0,0.0,0,0.0,2.0,0.0,194.0,6.0,0.0309,30.0,162.0,0.0,0.0,175.0,174.0,191.0,91.1,815.0,0.0,11.0,3.0,1.0,1.0,2.0,1.0,0,0,1,0,0.0,0,6.0,1.0,1.0,50.0,0.0,0.0,0.0,0.0
174,Pepe,Portugal,Porto,39,39.8082,39-295,4.0,5.0,0,0.0,4.0,1.0,3.0,1.0,4.0,75.0,6.0,4.0,2.0,6,11.0,11.0,0.0,330.0,23.0,0.0697,145.0,177.0,1.0,1.0,240.0,243.0,295.0,82.4,1638.0,0.0,18.0,10.0,4.0,0.0,4.0,0.0,0,0,3,5,0.0,0,28.0,9.0,5.0,64.3,0.0,0.0,0.0,0.0
175,Pervis Estupiñán,Ecuador,Brighton,24,24.9068,24-331,3.0,6.0,3,0.5,4.0,2.0,2.0,4.0,6.0,33.3,4.0,1.0,3.0,3,9.0,6.0,0.0,217.0,7.0,0.0323,44.0,122.0,4.0,4.0,124.0,148.0,190.0,77.9,886.0,5.0,8.0,10.0,44.0,0.0,0.0,4.0,0,0,8,3,0.0,0,21.0,3.0,3.0,50.0,0.0,0.0,0.0,0.0
176,Piero Hincapié,Ecuador,Leverkusen,20,20.9397,20-343,3.0,7.0,4,0.5714,5.0,2.0,2.0,1.0,3.0,66.7,2.0,0.0,2.0,2,9.0,9.0,0.0,227.0,11.0,0.0485,123.0,100.0,4.0,0.0,167.0,168.0,200.0,84.0,947.0,0.0,10.0,8.0,5.0,0.0,2.0,0.0,0,0,5,1,1.0,0,13.0,5.0,3.0,62.5,0.0,0.0,0.0,0.0
177,Ramin Rezaeian,IR Iran,Sepahan,32,32.7452,32-272,2.0,7.0,5,0.7143,5.0,2.0,3.0,4.0,7.0,42.9,1.0,0.0,1.0,3,10.0,2.0,0.0,130.0,8.0,0.0615,49.0,47.0,7.0,3.0,67.0,73.0,105.0,69.5,681.0,3.0,2.0,5.0,19.0,0.0,3.0,0.0,1,0,2,3,0.0,0,22.0,1.0,6.0,14.3,1.0,0.0,0.0,0.0
178,Raphaël Guerreiro,Portugal,Dortmund,28,28.989,28-361,3.1,3.0,2,0.6667,2.0,1.0,1.0,1.0,2.0,50.0,3.0,0.0,3.0,3,6.0,2.0,0.0,207.0,2.0,0.0097,45.0,92.0,1.0,1.0,138.0,156.0,185.0,84.3,856.0,6.0,9.0,14.0,28.0,0.0,0.0,2.0,0,0,2,1,0.0,0,17.0,2.0,1.0,66.7,0.0,0.0,0.0,0.0
179,Raphaël Varane,France,Manchester Utd,29,29.6493,29-237,5.8,1.0,0,0.0,0.0,1.0,0.0,2.0,2.0,0.0,4.0,3.0,1.0,6,7.0,15.0,0.0,322.0,34.0,0.1056,141.0,175.0,0.0,0.0,237.0,256.0,286.0,89.5,1468.0,0.0,20.0,5.0,8.0,0.0,0.0,0.0,0,0,1,1,0.0,0,17.0,4.0,5.0,44.4,0.0,0.0,0.0,0.0
180,Rasmus Nissen,Denmark,Leeds United,25,25.4384,25-160,2.5,8.0,7,0.875,5.0,3.0,4.0,4.0,8.0,50.0,3.0,1.0,2.0,1,9.0,7.0,0.0,204.0,7.0,0.0343,34.0,97.0,3.0,3.0,131.0,137.0,179.0,76.5,746.0,1.0,13.0,19.0,26.0,0.0,1.0,4.0,1,0,2,1,0.0,0,15.0,3.0,1.0,75.0,0.0,0.0,0.0,0.0
181,Ricardo Rodríguez,Switzerland,Torino,30,30.3151,30-115,4.0,7.0,2,0.2857,5.0,2.0,2.0,1.0,3.0,66.7,1.0,0.0,1.0,0,7.0,8.0,0.0,247.0,12.0,0.0486,89.0,120.0,2.0,3.0,158.0,164.0,229.0,71.6,949.0,2.0,18.0,10.0,35.0,1.0,3.0,7.0,0,0,6,2,0.0,0,16.0,10.0,2.0,83.3,0.0,0.0,0.0,0.0
182,Richie Laryea,Canada,Toronto FC,27,27.9452,27-345,1.8,3.0,1,0.3333,1.0,2.0,2.0,0.0,2.0,100.0,2.0,1.0,1.0,0,3.0,3.0,0.0,73.0,8.0,0.1096,22.0,25.0,4.0,1.0,42.0,35.0,47.0,74.5,125.0,4.0,1.0,0.0,1.0,0.0,0.0,2.0,0,0,1,2,0.0,0,11.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
183,Robert Skov,Denmark,Hoffenheim,26,26.5808,26-212,0.2,0.0,0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0,0.0,0.0,0.0,24.0,0.0,0.0,3.0,6.0,0.0,0.0,17.0,17.0,21.0,81.0,55.0,0.0,1.0,2.0,1.0,0.0,0.0,1.0,1,0,1,0,0.0,0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
184,Rodri,Spain,Manchester City,26,26.4904,26-179,4.3,5.0,2,0.4,3.0,1.0,2.0,0.0,2.0,100.0,3.0,2.0,1.0,3,8.0,9.0,0.0,710.0,28.0,0.0394,157.0,518.0,0.0,0.0,598.0,642.0,689.0,93.2,3349.0,4.0,46.0,25.0,11.0,0.0,3.0,1.0,0,0,5,1,0.0,0,35.0,16.0,5.0,76.2,0.0,0.0,0.0,0.0
185,Romain Saïss,Morocco,Beşiktaş,32,32.7315,32-267,5.2,5.0,2,0.4,2.0,2.0,2.0,3.0,5.0,40.0,3.0,1.0,2.0,3,8.0,30.0,1.0,248.0,51.0,0.2056,164.0,84.0,0.0,0.0,138.0,159.0,199.0,79.9,1479.0,0.0,8.0,7.0,13.0,0.0,5.0,1.0,1,0,4,0,0.0,0,28.0,7.0,0.0,100.0,0.0,0.0,0.0,0.0
186,Roozbeh Cheshmi,IR Iran,Esteghlal,29,29.4027,29-147,0.6,0.0,0,,0.0,0.0,0.0,0.0,0.0,,1.0,1.0,0.0,2,2.0,3.0,0.0,19.0,4.0,0.2105,13.0,5.0,1.0,0.0,4.0,7.0,11.0,63.6,33.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,1,0,0.0,0,4.0,1.0,2.0,33.3,0.0,0.0,0.0,0.0
